 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
1	5.061	0.698	35.229	0.545	1.056	0.657	0.466	13
2	31.596	1.679	67.586	1.242	2.421	0.653	2.129	21
3	30.855	3.177	45.001	0.093	0.371	0.320	0.000	0
4	29.408	5.861	75.609	1.414	2.818	0.639	2.545	19
5	3.353	5.564	2.802	0.383	0.732	0.666	0.070	11
6	0.248	5.873	15.881	0.260	0.601	0.552	0.000	0
7	1.869	7.132	31.586	0.088	0.371	0.304	0.000	0
8	26.597	12.772	63.190	0.133	0.501	0.337	0.099	18
9	0.581	14.513	136.035	0.142	0.514	0.353	0.099	4
10	2.950	16.266	10.329	2.754	2.069	1.695	4.591	9
11	1.553	15.824	135.000	0.029	0.244	0.153	0.000	0
12	3.825	18.089	78.820	0.157	0.578	0.346	0.140	12
13	23.079	21.608	45.000	0.039	0.248	0.202	0.070	17
14	21.241	23.939	65.884	1.227	2.384	0.656	1.593	16
15	6.363	25.011	174.411	0.525	1.199	0.558	0.520	14
16	3.817	26.685	147.473	1.070	2.240	0.608	1.610	10
17	1.657	29.264	45.000	0.103	0.429	0.306	0.099	7
18	0.626	31.462	25.490	0.574	1.578	0.463	1.085	2
19	16.683	32.451	101.366	2.013	2.521	1.017	1.687	15
20	1.071	31.882	0.000	0.088	0.370	0.304	0.070	5
21	1.528	33.506	174.285	1.483	3.337	0.566	3.637	3
